DATE,NN1,NN2,NN3,Market
2005-01-31,-0.05310498786203288,-0.05646435361136023,-0.06162580487757847,-0.029962111257714703
2005-02-28,0.01022327966392215,0.0016482010190119762,0.004057029452844308,0.015941660135194928
2005-03-31,-0.027762802709865465,-0.0409844952922272,-0.05535215282466367,-0.0338796632139261
2005-04-29,-0.07683862691302394,-0.06850810406751497,-0.08339523686302394,-0.04699046738176116
2005-05-31,0.04206456674527736,0.05445254553103448,0.03945036507376312,0.04216358848192955
2005-06-30,0.024547160781137722,0.02278111565554931,0.023402538201284292,0.03057455187794293
2005-07-29,0.06217640194783258,0.06600000333198804,0.07059016434245141,0.057122895644693125
2005-08-31,-0.013213312377245504,-0.023135807655389216,-0.015973029974700594,-0.008581411297584721
2005-09-30,0.007672962219133033,-0.0002865688796711516,0.00889643608251121,0.009750190480740521
2005-10-31,-0.045537908222571,-0.05331517532914798,-0.051907416780269056,-0.03486416084454005
2005-11-30,0.019845911923766814,0.0297469395760837,0.020047592170403583,0.033106907106386946
2005-12-30,0.00925036315752264,0.0001793363488024004,0.009151993226646712,0.012074642431051727
2006-01-31,0.08986087952035927,0.10578541244041915,0.09666736868742515,0.07401292266022005
2006-02-28,0.011171171749925036,0.001527460647976011,0.0070504798295352306,0.003631137190863401
2006-03-31,0.040699856573313334,0.04159738922608695,0.04727496006986506,0.035496857884393794
2006-04-28,0.0017883604421289367,-0.005166999618147845,-0.00855114826356821,0.008304642515033813
2006-05-31,-0.05944132057571214,-0.0878277383323838,-0.08738508128260869,-0.0448323078817608
2006-06-30,-0.01738686173924477,-0.03603787012275449,-0.026592336798802397,-0.009416646006679944
2006-07-31,-0.03802274552878338,-0.054845455825074184,-0.06047931249688426,-0.02285731355549324
2006-08-31,0.03348722300637982,0.031316027836943615,0.02575417168738872,0.024422162744340118
2006-09-29,0.002627960059375001,-0.004900225951041666,-0.01426249950208333,0.008053276588998282
2006-10-31,0.05106707394695393,0.04597623771084695,0.04439481761872213,0.04465756206255771
2006-11-30,0.029180178993575334,0.03760361267744807,0.02976732119139466,0.029065813023532772
2006-12-29,-0.0005387688977777762,-0.011163977894814813,-0.012426092707407405,0.013544644146562406
2007-01-31,0.02004931117333333,0.025004410515111108,0.023756839361777776,0.021047656771369473
2007-02-28,-0.00013274915775479974,-0.006559330636632199,-0.004096179866322007,0.000802699431064075
2007-03-30,-0.004418362111453745,-0.0009100199657856102,-0.009739690361517402,0.005852306729592185
2007-04-30,0.026482850759530788,0.024374720145454543,0.02010520795865102,0.025335459819643396
2007-05-31,0.02668811850997067,0.01691459368841642,0.01059659029765396,0.02245983264692156
2007-06-29,-0.007750514457602338,-0.014526362363304096,-0.011918664765497076,-0.00853428649283867
2007-07-31,-0.06075334817197079,-0.0551094406169343,-0.053667842315474446,-0.04420019312758751
