DATE,NN3_Optimized,Market
2015-05-29,-0.12139889699890512,-0.09138562015659463
2015-06-30,-0.22016690457118465,-0.09456789610657845
2015-07-31,-0.21922933158288013,-0.07882226906492273
2015-08-31,-0.04489572997353907,-0.006559464576689494
2015-09-30,-0.027081853088297678,0.05065820514634486
2015-10-30,0.1062470510731334,0.12426818543839442
2015-11-30,-0.020377771278948426,0.02226888978672196
2015-12-31,0.08927013103108664,0.07601759046714107
2016-01-29,0.13957659383817056,0.14706240296152212
2016-02-29,0.4001308121916243,0.28629195765310833
2016-03-31,0.34221404596864846,0.3002375522200662
2016-04-29,0.2308210985522046,0.20741554168228798
2016-05-31,0.0815397528268142,0.16601305164089303
2016-06-30,0.05977037009233664,0.15097132247110584
2016-07-29,0.15696112834438403,0.17886808157983217
2016-08-31,0.061667760426095605,0.13168361376788915
2016-09-30,0.04274540848828382,0.10415145261044174
2016-10-31,0.07947850122597645,0.13936914575373452
2016-11-30,0.14888355921103408,0.19792930903085837
2016-12-30,0.14504660134545286,0.15628122611150524
2017-01-31,0.1558024569154075,0.15214052801132885
2017-02-28,0.09958661650758319,0.15474206779642197
2017-03-31,0.022555514942117775,0.08487954952707497
2017-04-28,0.07246520254952896,0.07793990074943999
2017-05-31,0.05516691979679854,0.08358400679577603
2017-06-30,0.20157347258893435,0.15144688502907286
2017-07-31,0.1380156114263867,0.12605153523041554
2017-08-31,0.11235077322289969,0.1252509850014906
2017-09-29,0.2093335419417098,0.1673719143275723
2017-10-31,0.023960820283433007,0.0912619575170319
2017-11-30,-0.05024473788572617,-0.01019749969366123
2017-12-29,-0.07696550931914932,-0.033415436920550115
2018-01-31,-0.2815500986851255,-0.14324476530397984
2018-02-28,-0.1880445504636474,-0.07478851821780784
2018-03-29,-0.04001674670725461,7.196626358201424e-05
2018-04-30,-0.13821527213984258,-0.011130810997258178
2018-05-31,-0.1751315153583532,0.0005989042889291363
2018-06-29,-0.19024751967981815,-0.09681726283877348
2018-07-31,-0.2047618356774438,-0.05458166656129857
2018-08-31,-0.1906357345783648,-0.06332617051723106
2018-09-28,-0.25398466778569273,-0.11926832759485709
2018-10-31,-0.2304094959371164,-0.09493086252754035
2018-11-30,-0.12250354724693413,0.002918746345570733
2018-12-31,-0.10299891524405073,0.028737333671592747
2019-01-31,0.08856039776814231,0.19691649993714092
2019-02-28,-0.08740920813969852,0.04537912332833699
2019-03-29,-0.18218581530754588,-0.0743872608059243
2019-04-30,-0.38021884702088304,-0.27246206871191914
2019-05-31,-0.24891330195230962,-0.1879664313753176
2019-06-28,-0.0394564895217098,-0.07388755388941275
2019-07-31,-0.02013194571336353,-0.07193659524326404
2019-08-30,0.03966700531391197,-0.021771643721666366
2019-09-30,0.16491269247371818,0.05681878083512609
2019-10-31,0.16520903699635944,0.026593742365941902
2019-11-29,0.11968960469091966,0.01823624960223156
2019-12-31,0.3787195180537326,0.15404168893203973
2020-01-31,0.41963941880378247,0.19142425413389022
2020-02-28,0.500438707568335,0.30914011656057416
2020-03-31,1.1853810787697552,0.5198347087040054
2020-04-30,2.0978410152340596,1.0917613455972597
2020-05-29,1.0758192064473502,0.7880773976743759
2020-06-30,1.226666059097743,0.696682786591784
2020-07-31,1.1291922322700818,0.6373127297095745
2020-08-31,0.7934516893945041,0.5134707888671445
2020-09-30,0.7792910048736262,0.47844268172546256
2020-10-30,0.8388059098741769,0.4921066618657234
2020-11-30,0.9713211426147172,0.5304338779009226
2020-12-31,0.33311955436592994,0.21043047056580416
