DATE,OLS,Lasso,RandomForest,GBRT,Market
2005-01-31,-0.04707686528490284,-0.015336149498056798,-0.059200379787144985,-0.017611272264424514,-0.029962111257714696
2005-02-28,0.0028089910739910284,0.016806304227952165,-0.0033223847484304954,0.0306697700044843,0.01594610017842695
2005-03-31,-0.052617033422835816,-0.029976070120746264,-0.07302887472970149,-0.04697087832582089,-0.03387674575558299
2005-04-29,-0.05121394510216008,-0.048447889041405075,-0.07674633003766815,-0.06370566146472345,-0.046989142553819786
2005-05-31,0.041853192887425145,0.045462043055089815,0.06042031327769461,0.05277333923607783,0.04216330327510416
2005-06-30,0.028426698220508983,0.030482285818562875,0.03572129845718562,0.04451043784041916,0.030574551877942925
2005-07-29,0.06152222422298507,0.053775675229999986,0.08089052171567164,0.07887557506283581,0.05712281931366879
2005-08-31,-0.010163400415844542,0.0061389692146487295,-0.009399939111509714,0.0023020417509716,-0.00858086554514664
2005-09-30,0.009411365763432837,0.014848170713134327,0.02136391515313433,0.030547683682388055,0.009752253587026274
2005-10-31,-0.05382777395411061,-0.03281389807204783,-0.05635525825769805,-0.05621397587070254,-0.034864160844540054
2005-11-30,0.03648286572850746,0.03870706857641791,0.03391602557970149,0.030860316448955226,0.03310989967518612
2005-12-30,0.014577118048331764,0.01320504196547085,0.0072683880928251145,0.008778568439910317,0.012074567647932006
2006-01-31,0.09722127779745889,0.0769458126721973,0.11759590153961136,0.1196110683967115,0.0740115325548183
2006-02-28,0.007073398262425146,0.009585376527994011,-0.0006007462233532952,-0.003611583287724552,0.003629220510880382
2006-03-31,0.041374866825149695,0.04303463071467065,0.05712988684565868,0.049155626779041915,0.03549596218922666
2006-04-28,0.005264757983682633,0.02034802222080838,-0.0027008616062874254,0.020326173748389516,0.008305879717713613
2006-05-31,-0.06471484900808383,-0.054734311582784426,-0.0829247624247006,-0.0784401545757485,-0.04483091762671115
2006-06-30,-0.027158760683856503,-0.01213830195366218,-0.026956524663527652,-0.015534117968609866,-0.009413615071290163
2006-07-31,-0.03998729963066667,-0.026505372193925927,-0.06048512724948147,-0.04391734359096296,-0.022856242217657634
2006-08-31,0.03563838828044444,0.028855236568888883,0.03455628861155555,0.03893098209248779,0.024420351094414476
