DATE,NN1,NN2,NN3,Market
2005-01-31,0.005975565179222722,0.05436945819641255,0.02213331687787743,-0.029962111257714703
2005-02-28,-0.022497952713970537,0.020999321953383145,0.020841707254054445,0.015948061523122458
2005-03-31,-0.028135150415070392,0.01537951218525288,0.0323287871715599,-0.03387526033462708
2005-04-29,0.01952594939984067,0.041116341203933156,0.025497952580866748,-0.046990120143990635
2005-05-31,0.03511223077679594,0.02970294425379392,0.024834088988814194,0.04216183382501461
2005-06-30,0.011327789838250831,0.013089210749387903,0.02102502347179328,0.03057455187794293
2005-07-29,0.00884858529990696,0.006022147928064159,0.0261501885547558,0.05712258748015433
2005-08-31,0.00826431338076291,0.005091355916220244,-0.0048341988135462265,-0.008580210309962638
2005-09-30,-8.224276143765745e-05,-0.013003532953279792,0.00695685041577538,0.009750865471664925
2005-10-31,0.005976956771748879,0.018832345135127056,-0.0043607710974589015,-0.03486416084454006
2005-11-30,0.038926440446595274,0.036154799502329776,0.012101838360040768,0.033106143487517226
2005-12-30,-0.005440266222855634,-0.006796606575708225,-0.008251219188873822,0.012076259215738561
2006-01-31,0.025088342328705368,0.030353473075633713,0.024989092494092563,0.07401295285855725
2006-02-28,0.009295551769792649,-0.004216345007135804,0.0020317515569571497,0.003628874544972424
2006-03-31,0.005571029570024644,-0.015394919500343843,-0.013731130248651129,0.035495388134970704
2006-04-28,0.018024496603244577,0.016532216380059972,0.012743180771076138,0.00830414740168272
2006-05-31,-0.017531167975873736,0.0013694414160210916,-0.01914568726374552,-0.04483255813098843
2006-06-30,0.01157730100660317,0.02997377590412225,0.019107185102437273,-0.009416381964389795
2006-07-31,0.014425645232940106,0.04887194180095526,0.022973191731440808,-0.022856411346600502
2006-08-31,-0.023536209819271348,-0.03041738457968836,-0.016993516028368696,0.024422635431258898
2006-09-29,0.00026908630573524916,0.023570839589011974,-0.012815609137342787,0.008053239841863187
2006-10-31,-0.0040037999670133745,0.00020756431664189362,0.0009135153512630015,0.04465756206255771
2006-11-30,0.005932360337544188,0.009156288551711054,-1.8819379377296719e-06,0.029065090353456363
2006-12-29,0.030484800641924603,0.02104509545912163,0.02317162628374556,0.013544510743423794
2007-01-31,0.020413298657661408,0.004767136941506243,0.011520236829105416,0.02104615311674784
2007-02-28,0.010870386867371233,0.010485186022654386,0.005230822968746161,0.0008019480481356601
2007-03-30,0.00554653641604348,0.01595147494480279,0.01957934153379022,0.005852396939498067
2007-04-30,0.004624672478724046,-0.004622071885202854,-0.002078125600963921,0.02533450782127138
