DATE,OLS,Lasso,RandomForest,GBRT,Market
2005-01-31,-0.008961363208221225,-0.01293654545082212,-0.05501470652466368,-0.017611272264424514,-0.029962111257714703
2005-02-28,0.018921299822869952,0.0227699156857997,-0.018646945194618837,0.0306697700044843,0.015944890702086247
2005-03-31,-0.02051431047131144,-0.023387236635938304,-0.07247251884313433,-0.04697087832582089,-0.033881544368879184
2005-04-29,-0.0609815139941704,-0.05991499174499251,-0.06685111252466368,-0.06370566146472345,-0.046988958640355315
2005-05-31,0.03450518944071856,0.04105852989850299,0.0647220879769461,0.05277333923607783,0.042167428489414335
2005-06-30,0.04469469867080838,0.04275972554925149,0.027794764215568857,0.04451043784041916,0.03057455187794293
2005-07-29,0.0615526446980597,0.05549026581238806,0.07471190793179104,0.07887557506283581,0.05712334806271385
2005-08-31,-0.00370008740597907,-0.005588222166965616,-0.01766879796696561,0.0023020417509716,-0.00858118401112739
2005-09-30,0.006693739185223879,0.0014170484302985088,0.01623000444462686,0.030547683682388055,0.009753140878680374
2005-10-31,-0.02683269410403587,-0.03307393572496263,-0.05696435530911808,-0.05621397587070254,-0.03486416084454006
2005-11-30,0.03607769731313432,0.03656519635134328,0.03981893220366056,0.030860316448955226,0.03310715714284546
2005-12-30,0.015451360373759621,0.012002817846255884,0.01056649142795217,0.008778568439910317,0.01207372264453726
2006-01-31,0.07112264093916291,0.07435025273363229,0.13560601550224213,0.1196110683967115,0.07401292970282299
2006-02-28,0.013464781948445165,0.014043506936227546,0.013587254979191613,-0.003611583287724552,0.0036305637725411928
2006-03-31,0.031670545018712574,0.03510641696781437,0.053183738208832335,0.049155626779041915,0.035497416264384865
2006-04-28,0.02212307911287425,0.02216460670838323,0.015040436619796704,0.020326173748389516,0.00830400894167325
2006-05-31,-0.03442832960703593,-0.03852071726616766,-0.091846809573503,-0.0784401545757485,-0.04483308587401068
2006-06-30,-0.013824815503587443,-0.0087999853245142,-0.030667545757399103,-0.015534117968609866,-0.009416152695474552
2006-07-31,-0.025353474430814812,-0.021592082899703702,-0.05532201835274073,-0.04391734359096296,-0.022858014536730125
2006-08-31,0.022209616096296292,0.02065660316874074,0.03913694047022222,0.03893098209248779,0.02442001308864578
2006-09-29,0.004927347175631501,0.005637866994947994,0.01166233458617749,0.004379336117083879,0.008052226118274589
2006-10-31,0.05498934664933135,0.0498502144754829,0.04982488269940564,0.05693563815349183,0.04465756206255771
2006-11-30,0.03222797828948148,0.031967936209185185,0.032616367706074074,0.03281331787733333,0.029068373439332072
2006-12-29,0.02423216025428994,0.02514899091346153,0.01895615246553254,0.021697029738165678,0.013544368200142792
2007-01-31,0.025191003923372778,0.024990443526923072,0.025905940486686384,0.031464600019674556,0.021048585519500968
2007-02-28,0.004376891876548673,0.0038358841269911514,-0.0034674276772861338,0.002330443235103245,0.0008011592720774602
2007-03-30,0.0018493997155425196,0.004963879647507329,0.003369226386803519,-0.001109448608211144,0.005853898996415851
2007-04-30,0.022269794849341138,0.028816113436163977,0.03131210302869692,0.02873391034158125,0.025336256464045796
2007-05-31,0.01822297018023426,0.027426188670278184,0.0042498792792093724,0.01844220229282577,0.022459685267117953
2007-06-29,-0.009048036264233573,-0.004981520047445255,0.002502254753284671,-0.00019431424306569272,-0.008533118000421993
2007-07-31,-0.04284491423119533,-0.04150449104183673,-0.04156983807419825,-0.04676373865058309,-0.04419806258197174
2007-08-31,-0.02778112056978102,-0.028722545042189778,-0.011939046415328466,-0.01694333506160584,-0.01291142830114565
2007-09-28,0.01158071758637755,0.016047555168462718,0.03106069708311306,0.04058319174464023,0.02363050350365562
2007-10-31,0.013406442392614475,0.007971476487444607,0.023701577544608568,0.023661715299113734,0.01576492499368354
2007-11-30,-0.08623105870493272,-0.0810492966167414,-0.14010087304215244,-0.10100935048708876,-0.07860772669890807
