DATE,NN1,NN2,NN3,Market
2005-01-31,0.03293616069641256,0.03738630423705328,0.03453827183632287,-0.029962111257714703
2005-02-28,0.018277592446541223,0.012231122565292954,0.014512141158216973,0.015941660135194928
2005-03-31,-0.0053364343975972235,-0.0033248427059817537,0.015286182213352227,-0.0338796632139261
2005-04-29,0.022449716052037404,0.01929085710458523,0.01758413082102095,-0.04699046738176116
2005-05-31,0.005367944527028025,-0.009141654475859733,0.016353948478781778,0.04216358848192955
2005-06-30,0.015059338501796402,0.013972182451563783,0.016202655492877378,0.03057455187794293
2005-07-29,0.005024817813025273,0.0012649211602507593,0.0038321593366530543,0.057122895644693125
2005-08-31,0.007192908336886762,0.01538661413969415,0.0017839526558665192,-0.008581411297584721
2005-09-30,0.011537863365792336,0.008909128720865177,0.006096059398384311,0.009750190480740521
2005-10-31,0.009916501094469357,0.022866427794768312,0.021603705572944693,-0.03486416084454005
2005-11-30,0.02682199810884897,0.01879843016817387,0.02378117188974567,0.033106907106386946
2005-12-30,0.006660669790608897,0.019631666642744964,0.00481818732985553,0.012074642431051727
2006-01-31,-0.010217564044126104,-0.021395848668072384,-0.011609174486677767,0.07401292266022005
2006-02-28,-0.01624016149070143,0.0018153051961856642,-0.0094761794508668,0.003631137190863401
2006-03-31,-0.00303022115759477,0.0005344913087932807,-0.0004199455477093758,0.035496857884393794
2006-04-28,0.013254169313296513,0.021153458539854425,0.023011750423448447,0.008304642515033813
2006-05-31,0.01542648168155046,0.04851949583837183,0.03939866977572247,-0.0448323078817608
2006-06-30,0.0049879470274361015,0.03734156999704447,0.010254316856649934,-0.009416646006679944
2006-07-31,0.007127599361672274,0.03174275455411123,0.02931160695525464,-0.02285731355549324
2006-08-31,-0.01533453810671295,-0.013281221022976672,-0.004777863755792148,0.024422162744340118
2006-09-29,-0.006836869553353397,0.008289028840789065,0.023135084603420623,0.008053276588998282
2006-10-31,0.0004221237683506643,0.008417701097622583,0.005527078879791987,0.04465756206255771
2006-11-30,-0.0015545841439457038,-0.012717509815670297,-0.0029401811610242946,0.029065813023532772
2006-12-29,0.026400057907245228,0.02960208448298049,0.04490966227486302,0.013544644146562406
2007-01-31,0.009617427079477318,0.001686043393172916,0.006969518215441159,0.021047656771369473
2007-02-28,0.007112058160114684,0.013622933693859338,0.009948403231956227,0.000802699431064075
2007-03-30,0.020164064627755742,0.013000737710800271,0.02470689768353787,0.005852306729592185
2007-04-30,0.003159916260739047,0.013461621344442964,0.013129967937669615,0.025335459819643396
2007-05-31,-0.006137259002210786,0.0035569823932819697,0.016634689872770638,0.02245983264692156
2007-06-29,0.002094352804171684,0.014796296816880739,0.007905325187540873,-0.00853428649283867
2007-07-31,0.012416819806518903,0.006834162058625262,0.011837478131800978,-0.04420019312758751
2007-08-31,0.0036215539743480775,0.002988647470231247,0.01134054388238763,-0.012913006343584906
2007-09-28,0.0019193470969294732,-0.0029299665643826092,-6.644072789237579e-05,0.023628059299805732
2007-10-31,0.008538866400081287,0.0012190151067715226,0.019524751225991583,0.01576606004592
2007-11-30,0.002039483326597466,0.007104228513239982,0.027274429832753785,-0.07860788535868303
2007-12-31,0.004295075126171426,0.017720016805303006,0.018715998673420647,-0.012161801146486566
2008-01-31,0.011245108755927755,0.03821289654512522,0.00490764116257178,-0.046699691408514606
2008-02-29,0.01405845706173393,0.005699653912107621,0.03363524128669656,-0.023354748018059007
2008-03-31,-0.03751139695035081,-0.015884927856940224,-0.015338177607234799,-0.02623819803101935
2008-04-30,-0.015429091748120297,-0.016073719361203005,0.009954473512631574,0.029696826092015828
2008-05-30,-0.0019334146447157197,-0.011994676125925374,-0.0052348036674281576,0.030684603125414177
2008-06-30,0.006329322422267414,0.025339890120584588,0.05210831010811812,-0.08871728689723515
2008-07-31,-0.024877070080874353,-0.017786561120327615,-0.014154268924312697,-0.002974184644057126
2008-08-29,0.022582902075056328,0.01961325272720665,0.029915109841493287,0.012774342650335769
2008-09-30,-0.044530630353587966,0.01909704582940161,0.02017045980714907,-0.12146394643116457
2008-10-31,-0.03627305609244694,-0.022812319324643976,0.08323267902852774,-0.21049384413662375
2008-11-28,0.031657012007801605,0.033381999750956126,0.05047794356440491,-0.13882340492026277
2008-12-31,0.08302417830091564,0.10516178981887025,0.04523149095638354,0.038389483253238606
2009-01-30,-0.00965452598613993,-0.014786620299722445,-0.03390894258648957,-0.024091167386597855
2009-02-27,0.022015281948596047,-0.0012363669517674314,0.012908356063051282,-0.11364481332650649
2009-03-31,0.027510327111412464,0.041189392959239735,-0.02084289866503325,0.10631015884074788
2009-04-30,-0.07211026254631306,-0.03332277160395308,-0.13256617762620002,0.19998914871864143
2009-05-29,-0.03369391573317862,-0.04822850581733709,-0.07346866894351683,0.1002782166432529
2009-06-30,0.07105713491644187,0.014615383299849917,0.022415669415330776,0.02331560911385978
2009-07-31,-0.01433062092646152,-0.02358692480813846,0.012871739313747715,0.08507849649292287
2009-08-31,0.016256060425541966,-0.03415319018631211,0.018105972460819325,0.05509189776493939
2009-09-30,0.032456529871791207,-0.03516123994984408,-0.0006312844710340965,0.07241237353037858
2009-10-30,0.019488322783159727,0.041639855219097216,0.043216994104920144,-0.05507970816902782
2009-11-30,-0.0205057692868017,-0.04841051267781366,-0.024803477294781696,0.025264975601445756
2009-12-31,-0.007016787277385278,-0.0056402798291123185,-0.022738801208217953,0.055659340309685314
2010-01-29,0.02386272494884731,0.01496969188625471,0.015551599916295044,-0.011534537204247693
2010-02-26,0.009615474832517491,0.026036652588636362,0.03818583324685314,0.03480627412344493
2010-03-31,-0.010643391353578432,-0.010580669208769586,-0.015713302028897896,0.06970897084085795
2010-04-30,-0.0253590421286264,0.04774156702821787,0.006719020934089964,0.061462408149245015
2010-05-28,0.003094504582193458,0.006114669334829639,0.00527037802035675,-0.0803256070218559
2010-06-30,0.004666770702700246,-0.03044206057511238,-0.03689298166922053,-0.06065550267368476
