DATE,GBRT,Market
2010-02-26,0.05315126833374125,0.034806274123444926
2010-03-31,0.06785025750262696,0.0697069918502484
2010-04-30,0.09410426710491228,0.061458682447477875
2010-05-28,-0.09722555738175437,-0.08033224196349945
2010-06-30,-0.08350780272491228,-0.060659003038723125
2010-07-30,0.08593231731722319,0.05871294041111319
2010-08-31,-0.05991216145852372,-0.05325325987400574
2010-09-30,0.14168870555422533,0.09864484447821761
2010-10-29,0.05589226417059858,0.04116511289144366
2010-11-30,0.017571526208465606,0.012186364018392262
2010-12-31,0.09665060197155477,0.07013365125989456
2011-01-31,0.024515725533802813,0.012718997179471827
2011-02-28,0.05015167242183098,0.03671587709587948
2011-03-31,0.003608393533392226,0.007637877655701483
2011-04-29,0.005237896968085109,0.016872012402180316
2011-05-31,-0.03714442753670212,-0.020140677610855827
2011-06-30,-0.039155628166715105,-0.0274396065540733
2011-07-29,-0.004250116571172649,-0.02537819348965894
2011-08-31,-0.10051677392684141,-0.08117873676467606
2011-09-30,-0.1418904680501779,-0.10623214658729759
2011-10-31,0.14497539398716577,0.11084297111507821
2011-11-30,-0.024797529151254476,-0.02334144014760141
2011-12-30,0.0066871305173835105,-0.0036201227617893837
2012-01-31,0.10094365113536803,0.0899566160340904
2012-02-29,0.030897343343759327,0.03605962267023509
2012-03-30,0.02203023948958707,0.01975967926018519
2012-04-30,-0.01016904208043088,-0.011977838844379645
2012-05-31,-0.06088513973177738,-0.07286318642252816
2012-06-29,0.030337152356912023,0.03486800649694964
2012-07-31,0.0020274140077477494,-0.006632771245748914
2012-08-31,0.025383198676672686,0.025621455708774905
2012-09-28,0.04263050869534155,0.03544326526891688
2012-10-31,-0.008977218941945522,-0.017049302192711415
2012-11-30,-0.004261735702181819,0.0003502034283716322
2012-12-31,0.021511833767518244,0.021178720162468835
2013-01-31,0.08671137599799268,0.06862466791600653
2013-02-28,-0.0016384850491773302,0.0033385936671587275
2013-03-28,0.03557914582564102,0.03396032522230728
2013-04-30,0.002862255609166571,1.0197654807940449e-05
2013-05-31,0.026408622910275226,0.02790319097037925
2013-06-28,-0.017914366410786108,-0.010535337396355978
2013-07-31,0.07791254315839415,0.05702507511103931
2013-08-30,-0.013801882854826952,-0.01946209070474402
2013-09-30,0.06554977374345454,0.0530026522299666
2013-10-31,0.03167114913139745,0.02557286117309392
2013-11-29,0.04754511051090579,0.02640577263281328
2013-12-31,0.03449177355379061,0.02638214939186016
2014-01-31,0.010133333528468472,-0.0005494271669165638
2014-02-28,0.04582855565843,0.04560233512792794
2014-03-31,-0.00825172116822262,-0.001288239288426154
2014-04-30,-0.0504965863517857,-0.027775152022086764
2014-05-30,0.006551874409786476,0.004819856405027475
2014-06-30,0.061652529640602825,0.04247966963160308
2014-07-31,-0.048415045231802116,-0.0414172436492085
2014-08-29,0.04340628573321616,0.03490894135523657
2014-09-30,-0.06763861765192983,-0.049183805135077044
2014-10-31,-0.0366177653191228,0.014909669613061467
2014-11-28,-0.02956206366625874,-0.0038808440543821447
2014-12-31,-0.04029896692407777,-0.0009679651846238254
2015-01-30,-0.02961680672313043,-0.022439253447100953
2015-02-27,0.0741660835817073,0.05617404234552734
2015-03-31,-0.010265666161256539,-0.005000387088939952
