DATE,GBRT,Market
2015-05-29,-0.025651633317798,-0.09139949414783813
2015-06-30,-0.02801931007199711,-0.09458318573177764
2015-07-31,-0.06918533689616028,-0.07881154077504689
2015-08-31,-0.0032148765559679745,-0.006555605338751906
2015-09-30,0.06578495779507366,0.050654864008654
2015-10-30,0.1473960360141237,0.12427188885064389
2015-11-30,0.05416851120241499,0.02225498562193263
2015-12-31,0.13709495860546894,0.07601007311228082
2016-01-29,0.21784979075724767,0.1470385923755867
2016-02-29,0.34547233747216677,0.2862714154910568
2016-03-31,0.32046564159223256,0.30023755222006626
2016-04-29,0.2443217566687665,0.20742180775661093
2016-05-31,0.1902042496533841,0.16599965272799577
2016-06-30,0.1577604580128786,0.15095493387546016
2016-07-29,0.25576490611324715,0.17886808157983214
2016-08-31,0.12827948517526477,0.13168361376788912
2016-09-30,0.09065317189574042,0.10415422938732075
2016-10-31,0.17601737537931253,0.13935088538091486
2016-11-30,0.25028773070040766,0.1979269188019816
2016-12-30,0.20149406016076968,0.1562749136757695
2017-01-31,0.18034910605116639,0.15213252732106167
2017-02-28,0.17460350239342495,0.15475769438965578
2017-03-31,0.11321268275592225,0.08488534573375424
2017-04-28,0.12598897348816754,0.07792987757136158
2017-05-31,0.10477028021846654,0.08358400679577603
2017-06-30,0.19258079182870091,0.1514525857257647
2017-07-31,0.13719051581440056,0.12605669471484782
2017-08-31,0.16114842124060952,0.12524235483887655
2017-09-29,0.14621881418652202,0.16739351028110935
2017-10-31,0.1054674992815359,0.09126410426251047
2017-11-30,-0.020080958031619297,-0.010202165478471466
2017-12-29,-0.053835955593232176,-0.033421746933462115
2018-01-31,-0.15674402620555575,-0.1432615745087844
2018-02-28,-0.093284378275131,-0.07478231586845561
2018-03-29,-0.01600910004643231,7.865616066114155e-05
2018-04-30,-0.05752066634964997,-0.011148991796480899
2018-05-31,-0.018107908753291203,0.0005977717853949381
2018-06-29,-0.1104946157031066,-0.09681922157311354
2018-07-31,-0.06679542946590793,-0.05457378137107401
2018-08-31,-0.0956584488043987,-0.06332423008937484
2018-09-28,-0.14860774216461733,-0.1192533149835765
2018-10-31,-0.10664453626421619,-0.0949349129807438
2018-11-30,-0.029579425424405014,0.002918888059268607
2018-12-31,-0.015458143139782162,0.02872572275285106
2019-01-31,0.13468552384166693,0.19691820727784046
2019-02-28,-0.00391164262608847,0.04538264483818484
2019-03-29,-0.11377904825709838,-0.0743886644883177
2019-04-30,-0.2887804302789015,-0.272444664032156
2019-05-31,-0.25367141133522364,-0.1879664313753176
2019-06-28,-0.12888723458542176,-0.07387121498020588
2019-07-31,-0.18744374587643653,-0.07191363202229628
2019-08-30,-0.13309750787510471,-0.021748757729923646
2019-09-30,-0.06604461614209392,0.05683213225052551
2019-10-31,-0.12136555054997462,0.02662047919213107
2019-11-29,-0.07663409839349995,0.018231928649710478
2019-12-31,0.04145454743916359,0.15407872083078922
2020-01-31,0.08221701937384296,0.1914558851306195
2020-02-28,0.24416102654049357,0.30914216505736614
2020-03-31,0.47713517246052445,0.519942081424708
2020-04-30,1.2058765417849344,1.0919241128369401
2020-05-29,0.857250533176587,0.7880864508570627
2020-06-30,0.8359755142441553,0.6967203542048581
2020-07-31,0.7100036714919024,0.6374110385818981
2020-08-31,0.6629842140744078,0.5134944671748249
2020-09-30,0.5855391715461944,0.4784969790342261
2020-10-30,0.6859918522227245,0.4921340478975605
2020-11-30,0.6800254294836924,0.5304981305348719
2020-12-31,0.3468951299133778,0.21045672832081
